GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48002700207021,2010,Texas,48,Bell County,27,20702,1,952,952,952,1075,1075,1075,1006
G48002700207022,2010,Texas,48,Bell County,27,20702,2,942.81,898,1104,1065.67,1040,1186,1166
G48002700208001,2010,Texas,48,Bell County,27,20800,1,946,946,946,970,970,970,1101
G48002700208002,2010,Texas,48,Bell County,27,20800,2,916,916,916,864,864,864,909
G48002700208003,2010,Texas,48,Bell County,27,20800,3,1456.08,1295,1501,1267.3,1147,1286,1518
G48002700209001,2010,Texas,48,Bell County,27,20900,1,1190.01,1190,1210,1019,1019,1019,1979
G48002700209002,2010,Texas,48,Bell County,27,20900,2,967.1,967,979,933.03,933,940,1019
G48002700210001,2010,Texas,48,Bell County,27,21000,1,643,641,3106,826.14,824,947,295
G48002700210002,2010,Texas,48,Bell County,27,21000,2,793,793,793,929,929,929,909
G48002700210003,2010,Texas,48,Bell County,27,21000,3,965,965,965,1007,1007,1007,1007
G48002700210004,2010,Texas,48,Bell County,27,21000,4,1365.43,56,2484,779.42,779,874,1013
G48002700210005,2010,Texas,48,Bell County,27,21000,5,669,669,669,689,689,689,779
G48002700210006,2010,Texas,48,Bell County,27,21000,6,551,551,551,600,600,600,607
G48002700211001,2010,Texas,48,Bell County,27,21100,1,1106,1106,1106,1084,1084,1084,1116
G48002700211002,2010,Texas,48,Bell County,27,21100,2,1066,1066,1066,1029,1029,1029,1092
G48002700211003,2010,Texas,48,Bell County,27,21100,3,1122,1122,1122,1042,1042,1042,1093
G48002700211004,2010,Texas,48,Bell County,27,21100,4,618,618,618,885,885,885,1003
G48002700211005,2010,Texas,48,Bell County,27,21100,5,1136.09,710,1163,1274,1274,1274,1098
G48002700212011,2010,Texas,48,Bell County,27,21201,1,725.61,725,991,869.3,869,961,975
G48002700212012,2010,Texas,48,Bell County,27,21201,2,594,594,594,640,640,640,912
G48002700212013,2010,Texas,48,Bell County,27,21201,3,387,387,387,1118,1118,1118,1134
G48002700212021,2010,Texas,48,Bell County,27,21202,1,1075.39,810,1076,1154.7,1063,1155,1104
G48002700212022,2010,Texas,48,Bell County,27,21202,2,1437,1437,1437,1529,1529,1529,1523
G48002700212023,2010,Texas,48,Bell County,27,21202,3,1210,1210,1210,1372,1372,1372,1503
G48002700212031,2010,Texas,48,Bell County,27,21203,1,1747.37,1722,1839,1935.54,1930,1936,2148
G48002700212032,2010,Texas,48,Bell County,27,21203,2,1908.63,1824,1932,2095.46,2095,2099,2150
G48002700213011,2010,Texas,48,Bell County,27,21301,1,810,810,810,747,747,747,740
G48002700213012,2010,Texas,48,Bell County,27,21301,2,1199.96,883,2166,1847.62,1627,2006,1946
G48002700213013,2010,Texas,48,Bell County,27,21301,3,1728.04,762,2045,2366.38,2208,2587,2110
G48002700213021,2010,Texas,48,Bell County,27,21302,1,1954.93,1928,2384,2132,2132,2132,2035
G48002700213022,2010,Texas,48,Bell County,27,21302,2,882,882,882,839,839,839,830
G48002700213031,2010,Texas,48,Bell County,27,21303,1,550.45,515,552,696.3,670,698,2916
G48002700213032,2010,Texas,48,Bell County,27,21303,2,1585.12,467,1586,1926.15,1832,1927,2208
G48002700213033,2010,Texas,48,Bell County,27,21303,3,1077.99,1075,1531,983,983,983,1029
G48002700214001,2010,Texas,48,Bell County,27,21400,1,835,835,835,1046,1046,1046,1525
G48002700214002,2010,Texas,48,Bell County,27,21400,2,789,783,789,1014,1009,1014,1151
G48002700214003,2010,Texas,48,Bell County,27,21400,3,982,982,982,1225,1225,1225,1158
G48002700215001,2010,Texas,48,Bell County,27,21500,1,1799,1799,1799,1694.23,1693,1698,1873
G48002700215002,2010,Texas,48,Bell County,27,21500,2,1195,1195,1195,1361,1361,1361,1750
G48002700215003,2010,Texas,48,Bell County,27,21500,3,1709,1709,1709,2022.77,2019,2024,2915
G48002700216011,2010,Texas,48,Bell County,27,21601,1,1110,1110,1110,1136,1136,1136,1207
G48002700216012,2010,Texas,48,Bell County,27,21601,2,780,780,780,765,765,765,667
G48002700216013,2010,Texas,48,Bell County,27,21601,3,1167,1167,1167,1544,1544,1544,828
G48002700216014,2010,Texas,48,Bell County,27,21601,4,1201.07,1200,1317,1275.23,1274,1398,1325
G48002700216015,2010,Texas,48,Bell County,27,21601,5,932.93,817,934,957.77,835,959,1053
G48002700216021,2010,Texas,48,Bell County,27,21602,1,1879,1879,1879,2242,2242,2242,2499
G48002700217001,2010,Texas,48,Bell County,27,21700,1,1381.96,1082,1382,1867.69,1411,1868,3309
G48002700217002,2010,Texas,48,Bell County,27,21700,2,970.04,970,1270,1708.31,1708,2165,1926
G48002700217003,2010,Texas,48,Bell County,27,21700,3,872,872,872,916,916,916,985
G48002700217004,2010,Texas,48,Bell County,27,21700,4,1106,1106,1106,1221,1221,1221,1118
G48002700218001,2010,Texas,48,Bell County,27,21800,1,1996.4,1508,2001,2522.27,2208,2527,3513
G48002700218002,2010,Texas,48,Bell County,27,21800,2,1344,1344,1344,1675,1675,1675,3908
G48002700218003,2010,Texas,48,Bell County,27,21800,3,631.22,627,637,645,645,645,1019
G48002700219011,2010,Texas,48,Bell County,27,21901,1,727,727,727,759,759,759,657
G48002700219012,2010,Texas,48,Bell County,27,21901,2,862,862,862,682,682,682,620
G48002700219013,2010,Texas,48,Bell County,27,21901,3,726,726,726,823,823,823,1131
G48002700219014,2010,Texas,48,Bell County,27,21901,4,1131,1131,1131,1026,1026,1026,1055
G48002700219031,2010,Texas,48,Bell County,27,21903,1,418.31,413,428,1844.19,1844,1849,2404
G48002700219032,2010,Texas,48,Bell County,27,21903,2,819.03,814,1029,1552,1552,1552,2136
G48002700219033,2010,Texas,48,Bell County,27,21903,3,0,0,8,0,0,0,3810
G48002700219041,2010,Texas,48,Bell County,27,21904,1,1206.97,994,1212,1711,1711,1711,2897
G48002700219042,2010,Texas,48,Bell County,27,21904,2,673.77,125,1209,1527.49,778,1853,1863
G48002700219043,2010,Texas,48,Bell County,27,21904,3,1085.74,1084,1456,1332.96,1330,1536,2030
G48002700219044,2010,Texas,48,Bell County,27,21904,4,1362.86,940,1910,2087.28,1873,2835,2033
G48002700220001,2010,Texas,48,Bell County,27,22000,1,1176,1027,1179,2100.84,1958,2152,3845
G48002700220002,2010,Texas,48,Bell County,27,22000,2,1827,1827,1827,1925,1925,1925,2202
G48002700220003,2010,Texas,48,Bell County,27,22000,3,1220,1220,1220,1370,1370,1370,1080
G48002700220004,2010,Texas,48,Bell County,27,22000,4,859,859,859,805,805,805,825
G48002700221011,2010,Texas,48,Bell County,27,22101,1,2245.23,2245,8382,2165.12,2165,2425,1870
G48002700221012,2010,Texas,48,Bell County,27,22101,2,697,697,697,685,685,685,658
G48002700221013,2010,Texas,48,Bell County,27,22101,3,1342,1342,1342,1389,1389,1389,1150
G48002700221014,2010,Texas,48,Bell County,27,22101,4,711,711,711,820,820,820,578
G48002700221031,2010,Texas,48,Bell County,27,22103,1,931.14,138,1822,2848.66,2816,2866,2698
G48002700221032,2010,Texas,48,Bell County,27,22103,2,890.86,0,1684,1929.55,1929,1979,2820
G48002700221041,2010,Texas,48,Bell County,27,22104,1,1127,1127,1127,1075,1075,1075,982
G48002700221042,2010,Texas,48,Bell County,27,22104,2,692,692,692,1139,1139,1139,1008
G48002700221043,2010,Texas,48,Bell County,27,22104,3,1196,1196,1196,1285,1285,1285,1255
G48002700221044,2010,Texas,48,Bell County,27,22104,4,1108,1108,1108,1323,1323,1323,1154
G48002700221051,2010,Texas,48,Bell County,27,22105,1,1100.33,1099,1652,1051.42,1048,1329,1087
G48002700221052,2010,Texas,48,Bell County,27,22105,2,557.67,6,559,1493.58,1216,1497,1230
G48002700222001,2010,Texas,48,Bell County,27,22200,1,969,969,969,878,878,878,881
G48002700222002,2010,Texas,48,Bell County,27,22200,2,945.12,942,1097,1419.28,1382,1576,1138
G48002700222003,2010,Texas,48,Bell County,27,22200,3,943.88,792,947,990.72,834,1028,1239
G48002700223001,2010,Texas,48,Bell County,27,22300,1,831.33,831,848,1241,1241,1241,1101
G48002700223002,2010,Texas,48,Bell County,27,22300,2,919.59,778,1274,949,949,949,933
G48002700223003,2010,Texas,48,Bell County,27,22300,3,948.67,932,949,1162,1162,1162,1069
G48002700223004,2010,Texas,48,Bell County,27,22300,4,1028.41,674,1170,1272,1272,1272,907
G48002700224011,2010,Texas,48,Bell County,27,22401,1,1278,1278,1278,1146,1146,1146,1092
G48002700224012,2010,Texas,48,Bell County,27,22401,2,2446,2446,2446,2639,2639,2639,4475
G48002700224021,2010,Texas,48,Bell County,27,22402,1,5,5,1358,0,0,0,3007
G48002700224022,2010,Texas,48,Bell County,27,22402,2,5.08,0,1353,4,4,4,1395
G48002700224031,2010,Texas,48,Bell County,27,22403,1,178.21,0,1348,895,895,895,783
G48002700224032,2010,Texas,48,Bell County,27,22403,2,594.1,0,1348,2965,2965,2965,2997
G48002700224033,2010,Texas,48,Bell County,27,22403,3,641.76,493,2011,838,838,838,733
G48002700224041,2010,Texas,48,Bell County,27,22404,1,426.08,2,1530,2029.81,2025,2030,5999
G48002700224042,2010,Texas,48,Bell County,27,22404,2,228.25,47,1395,1069,1069,1069,1401
G48002700224051,2010,Texas,48,Bell County,27,22405,1,434.98,0,698,918,918,918,775
G48002700224052,2010,Texas,48,Bell County,27,22405,2,801.24,537,2583,1128,1128,1128,975
G48002700225011,2010,Texas,48,Bell County,27,22501,1,1004.97,885,1006,1032,1032,1032,950
G48002700225012,2010,Texas,48,Bell County,27,22501,2,893.03,892,1013,827,827,827,795
G48002700225013,2010,Texas,48,Bell County,27,22501,3,1207,1207,1207,1065,1065,1065,998
G48002700225014,2010,Texas,48,Bell County,27,22501,4,907,907,907,748,748,748,680
G48002700225021,2010,Texas,48,Bell County,27,22502,1,611.33,611,907,1171,1171,1171,4876
G48002700225022,2010,Texas,48,Bell County,27,22502,2,436,436,436,641,641,641,1775
G48002700225023,2010,Texas,48,Bell County,27,22502,3,596.16,345,1388,1879,1879,1879,2891
G48002700226001,2010,Texas,48,Bell County,27,22600,1,1255.7,1077,1313,1109.12,942,1153,1044
G48002700226002,2010,Texas,48,Bell County,27,22600,2,824.9,666,6962,764.44,615,1034,673
G48002700226003,2010,Texas,48,Bell County,27,22600,3,919,919,919,903,903,903,759
G48002700226004,2010,Texas,48,Bell County,27,22600,4,747,747,747,688,688,688,625
G48002700226005,2010,Texas,48,Bell County,27,22600,5,1251,1251,1251,1210,1210,1210,1191
G48002700228011,2010,Texas,48,Bell County,27,22801,1,1075.47,935,7200,977.32,913,1936,781
G48002700228012,2010,Texas,48,Bell County,27,22801,2,949,949,949,891,891,891,698
G48002700228013,2010,Texas,48,Bell County,27,22801,3,1479.3,1126,1493,1253.01,940,1265,1061
G48002700229001,2010,Texas,48,Bell County,27,22900,1,1482.47,1477,7606,1422.58,1414,5111,1212
G48002700229002,2010,Texas,48,Bell County,27,22900,2,1274,1274,1274,1289,1289,1289,1067
G48002700229003,2010,Texas,48,Bell County,27,22900,3,1258.93,1256,7385,1117.53,1113,3787,744
G48002700229004,2010,Texas,48,Bell County,27,22900,4,745,745,745,638,638,638,649
G48002700230001,2010,Texas,48,Bell County,27,23000,1,701,701,701,843,843,843,839
G48002700230002,2010,Texas,48,Bell County,27,23000,2,1395,1395,2121,1268,1268,1268,1481
G48002700230003,2010,Texas,48,Bell County,27,23000,3,1246.71,455,1262,1714,1714,1714,1589
G48002700230004,2010,Texas,48,Bell County,27,23000,4,515.8,456,516,1598,1598,1598,3119
G48002700231031,2010,Texas,48,Bell County,27,23103,1,742,742,742,698,698,698,706
G48002700231032,2010,Texas,48,Bell County,27,23103,2,1606,1606,1606,1634,1634,1634,1463
G48002700231033,2010,Texas,48,Bell County,27,23103,3,1236,1236,1236,1340,1340,1340,1390
G48002700231034,2010,Texas,48,Bell County,27,23103,4,1110,1110,1110,948,948,948,908
G48002700231041,2010,Texas,48,Bell County,27,23104,1,2425.71,2424,8553,2271.64,2269,5011,1950
G48002700231042,2010,Texas,48,Bell County,27,23104,2,1344.17,1286,7415,1526.57,1437,4179,1285
G48002700231051,2010,Texas,48,Bell County,27,23105,1,684.94,322,3059,982.38,682,1059,3019
G48002700231052,2010,Texas,48,Bell County,27,23105,2,262.14,7,606,452.62,376,753,5786
G48002700231061,2010,Texas,48,Bell County,27,23106,1,39.68,0,69,217.44,6,708,3077
G48002700231062,2010,Texas,48,Bell County,27,23106,2,36.98,0,78,54.79,0,736,2205
G48002700231063,2010,Texas,48,Bell County,27,23106,3,10.05,0,78,769.21,597,1333,2891
G48002700231064,2010,Texas,48,Bell County,27,23106,4,3.74,0,69,94.63,22,724,1543
G48002700231071,2010,Texas,48,Bell County,27,23107,1,8.64,8,2146,1023.89,1022,1353,930
G48002700231072,2010,Texas,48,Bell County,27,23107,2,334,334,334,1187,1187,1187,2682
G48002700231073,2010,Texas,48,Bell County,27,23107,3,827.37,0,2138,2481.38,2140,2642,2828
G48002700231074,2010,Texas,48,Bell County,27,23107,4,544.57,425,2563,742,742,742,665
G48002700231081,2010,Texas,48,Bell County,27,23108,1,27.26,9,2225,341.07,109,1033,2485
G48002700231082,2010,Texas,48,Bell County,27,23108,2,134.72,0,2138,478.5,402,573,4665
G48002700231083,2010,Texas,48,Bell County,27,23108,3,1612,1612,1612,1791,1791,1791,2258
G48002700231084,2010,Texas,48,Bell County,27,23108,4,319.48,0,2138,946.04,751,1110,2538
G48002700231085,2010,Texas,48,Bell County,27,23108,5,715.41,0,2138,2098.04,2028,2216,1910
G48002700232011,2010,Texas,48,Bell County,27,23201,1,1401.97,0,10884,1179.19,0,3256,995
G48002700232012,2010,Texas,48,Bell County,27,23201,2,2037.11,0,10884,1916.12,0,3100,1689
G48002700232021,2010,Texas,48,Bell County,27,23202,1,3368.14,0,17021,2711.78,0,6482,1898
G48002700232022,2010,Texas,48,Bell County,27,23202,2,1563.14,0,10924,2316.92,2161,2317,3300
G48002700232031,2010,Texas,48,Bell County,27,23203,1,1569.72,0,6129,2431.77,0,2674,1994
G48002700232032,2010,Texas,48,Bell County,27,23203,2,762.06,0,6129,1227.9,0,3697,915
G48002700232041,2010,Texas,48,Bell County,27,23204,1,3096.93,0,17853,2808.79,1404,8009,2251
G48002700232042,2010,Texas,48,Bell County,27,23204,2,3137.57,0,17112,2641.08,0,6539,2235
G48002700233001,2010,Texas,48,Bell County,27,23300,1,652.21,642,823,1055.88,1050,1075,1330
G48002700233002,2010,Texas,48,Bell County,27,23300,2,1899,1402,1919,2376,2033,2376,3304
G48002700233003,2010,Texas,48,Bell County,27,23300,3,1010,1010,1010,1769,1769,1769,2332
G48002700234021,2010,Texas,48,Bell County,27,23402,1,844,844,844,1097,1097,1097,1153
G48002700234022,2010,Texas,48,Bell County,27,23402,2,1285,1285,1285,1315,1315,1315,1429
G48002700234023,2010,Texas,48,Bell County,27,23402,3,825,825,825,1046,1046,1046,1132
G48002700234024,2010,Texas,48,Bell County,27,23402,4,1163,1163,1163,1157,1157,1157,1148
G48002700234031,2010,Texas,48,Bell County,27,23403,1,729.43,677,799,1143.79,1139,1151,1436
G48002700234032,2010,Texas,48,Bell County,27,23403,2,850.74,850,884,1442.71,1440,1447,1749
G48002700234033,2010,Texas,48,Bell County,27,23403,3,406.44,261,494,742.22,703,859,1155
G48002700234034,2010,Texas,48,Bell County,27,23403,4,571.56,476,779,1009.59,876,1225,1060
G48002700234041,2010,Texas,48,Bell County,27,23404,1,1203.75,1185,1262,1635.42,1476,1677,1527
G48002700234042,2010,Texas,48,Bell County,27,23404,2,654.08,501,714,1353.27,1291,1370,2182
G48002700235001,2010,Texas,48,Bell County,27,23500,1,939.5,936,7110,925.05,920,3022,776
G48002700235002,2010,Texas,48,Bell County,27,23500,2,896,896,896,742,742,742,814
G48002700235003,2010,Texas,48,Bell County,27,23500,3,703,703,703,675,675,675,565
G48002709800011,2010,Texas,48,Bell County,27,980001,1,0,0,6564,2.04,0,346,319
G48002709800021,2010,Texas,48,Bell County,27,980002,1,0,0,0,1.96,0,4,0
G48002709800031,2010,Texas,48,Bell County,27,980003,1,0,0,6137,0,0,50,0
G48002901101001,2010,Texas,48,Bexar County,29,110100,1,798,798,798,1027.34,1024,1038,955
G48002901101002,2010,Texas,48,Bexar County,29,110100,2,394,394,394,766,766,766,694
G48002901101003,2010,Texas,48,Bexar County,29,110100,3,1415.67,1389,1416,1525.68,1500,1526,1730
G48002901103001,2010,Texas,48,Bexar County,29,110300,1,2686,2686,2686,724,724,724,1041
G48002901103002,2010,Texas,48,Bexar County,29,110300,2,1153,1153,1153,1104,1104,1104,797
G48002901103003,2010,Texas,48,Bexar County,29,110300,3,1085,1085,1085,760,760,760,704
G48002901105001,2010,Texas,48,Bexar County,29,110500,1,2921,2921,2921,2073,2073,2073,2238
G48002901106001,2010,Texas,48,Bexar County,29,110600,1,1732,1732,1732,2275,2275,2275,1374
G48002901106002,2010,Texas,48,Bexar County,29,110600,2,1648.8,1645,1650,1538,1538,1538,1330
G48002901106003,2010,Texas,48,Bexar County,29,110600,3,2636,2636,2636,3275,3275,3275,4849
G48002901107001,2010,Texas,48,Bexar County,29,110700,1,1633.35,1632,1664,1836.32,1836,1862,1398
G48002901108001,2010,Texas,48,Bexar County,29,110800,1,1024,1024,1024,1046,1046,1046,763
G48002901108002,2010,Texas,48,Bexar County,29,110800,2,818,818,818,830,830,830,617
G48002901108003,2010,Texas,48,Bexar County,29,110800,3,742,742,742,701,701,701,585
G48002901109001,2010,Texas,48,Bexar County,29,110900,1,675,675,675,750.34,750,753,549
G48002901110001,2010,Texas,48,Bexar County,29,111000,1,986,986,986,974,974,974,803
G48002901110002,2010,Texas,48,Bexar County,29,111000,2,663,663,663,759,759,759,601
G48002901110003,2010,Texas,48,Bexar County,29,111000,3,793,793,793,816,816,816,721
G48002901201001,2010,Texas,48,Bexar County,29,120100,1,8245,8245,8246,5508,5508,5508,7129
G48002901203001,2010,Texas,48,Bexar County,29,120300,1,1166,1166,1166,1336,1336,1336,1322
G48002901203002,2010,Texas,48,Bexar County,29,120300,2,660.09,644,717,641.24,641,679,622
G48002901203003,2010,Texas,48,Bexar County,29,120300,3,874,874,874,953,953,953,912
G48002901203004,2010,Texas,48,Bexar County,29,120300,4,1006,1006,1321,1309,1309,1749,1048
G48002901203005,2010,Texas,48,Bexar County,29,120300,5,809.2,782,825,851,842,851,863
G48002901203006,2010,Texas,48,Bexar County,29,120300,6,575.71,524,576,614.76,577,615,649
G48002901203007,2010,Texas,48,Bexar County,29,120300,7,631.91,538,632,774.82,583,775,806
G48002901203008,2010,Texas,48,Bexar County,29,120300,8,777.94,758,779,837.79,815,839,809
G48002901204001,2010,Texas,48,Bexar County,29,120400,1,928,928,928,932,932,932,907
G48002901204002,2010,Texas,48,Bexar County,29,120400,2,667,667,667,775,775,775,726
G48002901204003,2010,Texas,48,Bexar County,29,120400,3,964,964,964,1072,1072,1072,1083
G48002901204004,2010,Texas,48,Bexar County,29,120400,4,1045,1045,1045,1193,1193,1193,1111
G48002901204005,2010,Texas,48,Bexar County,29,120400,5,988,988,988,1047,1047,1047,1051
G48002901204006,2010,Texas,48,Bexar County,29,120400,6,677,677,677,922,922,922,855
G48002901205011,2010,Texas,48,Bexar County,29,120501,1,747,747,747,792,792,792,711
G48002901205012,2010,Texas,48,Bexar County,29,120501,2,1296,1296,1296,1407,1407,1407,1363
G48002901205013,2010,Texas,48,Bexar County,29,120501,3,1337.82,1333,1338,1283,1283,1283,1463
G48002901205014,2010,Texas,48,Bexar County,29,120501,4,1194,1194,1194,1169,1169,1169,1273
G48002901205015,2010,Texas,48,Bexar County,29,120501,5,1612,1612,1612,1460,1460,1460,1555
G48002901205016,2010,Texas,48,Bexar County,29,120501,6,906,906,906,912,912,912,933
G48002901205017,2010,Texas,48,Bexar County,29,120501,7,1023,1023,1023,782,782,782,853
G48002901205021,2010,Texas,48,Bexar County,29,120502,1,883,883,919,900,900,900,957
G48002901205022,2010,Texas,48,Bexar County,29,120502,2,916,880,916,922,922,922,937
G48002901205023,2010,Texas,48,Bexar County,29,120502,3,601.73,2,609,585,585,585,637
G48002901205024,2010,Texas,48,Bexar County,29,120502,4,598,598,598,696,696,696,617
G48002901205025,2010,Texas,48,Bexar County,29,120502,5,990,990,990,1268,1268,1268,945
G48002901205026,2010,Texas,48,Bexar County,29,120502,6,1071,1071,1071,1040,1040,1040,1062
G48002901206001,2010,Texas,48,Bexar County,29,120600,1,734,734,734,869,869,869,1016
G48002901206002,2010,Texas,48,Bexar County,29,120600,2,805,805,805,840,840,840,774
G48002901206003,2010,Texas,48,Bexar County,29,120600,3,940,940,940,1039,1039,1039,749
G48002901206004,2010,Texas,48,Bexar County,29,120600,4,1135,1135,1135,1123,1123,1123,1168
G48002901206005,2010,Texas,48,Bexar County,29,120600,5,720,720,720,699,699,699,734
